Gene	Treatment B label
MAPK6	6.68
MAPK7	-0.88
MAPK8	6.78
MAPK8IP1	-4.02
MAPK8IP2	9.21
MAPK8IP3	-4.31
MAPK9	-8.76
MAPKAP1	3.84
MAPKAPK2	-5.51
MAPKAPK3	1.8
MAPKAPK5	-7.92
MAPKBP1	5.6
MAPRE1	-6.89
MAPRE2	1.44
MAPRE3	6.27
MAPT	-6.56
MARC1	4.52
MARC2	-4
MARCH1	-7.92
MARCH10	-2.03
MARCH11	-9.73
MARCH2	3.9
MARCH3	-4.51
MARCH4	8.87
MARCH5	7.79
MARCH6	-1.2
MARCH7	-4.19
MARCH8	0.71
MARCH9	-8.91
MARCKS	8.69
MARCKSL1	2.01
MARCO	4.92
MARK1	-2.17
MARK2	-4.05
MARK3	8.22
MARK4	-1.04
MARS	-7.82
MARS2	-3.61
MARVELD1	-2.05
MARVELD2	4.56
MARVELD3	-5.19
MAS1	4.56
MAS1L	9.56
MASP1	-8.7
MASP2	5.36
MAST1	-1.84
MAST2	1.49
MAST3	-6.27
MAST4	5.52
MASTL	0.24
MAT1A	-1.21
MAT2A	-1.93
MAT2B	7.79
MATK	-6.62
MATN1	-1.23
MATN2	-8.42
MATN3	-2.76
MATN4	6.29
MATR3	8.83
MAU2	-8.47
MAVS	-3.38
MAX	4.12
MAZ	0.21
MB	9.81
MB21D1	5.5
MB21D2	3.72
MBD1	-6.25
MBD2	-3.37
MBD3	-7.57
MBD3L1	2.02
MBD3L2	-8.66
MBD3L3	7.83
MBD3L4	4.48
MBD3L5	7.29
MBD4	-0.4
MBD5	-2.44
MBD6	-0.75
MBIP	-9.45
MBL2	-2.99
MBLAC1	-7.33
MBLAC2	1.72
MBNL1	9.15
MBNL2	-8.74
MBNL3	5.01
MBOAT1	-2.71
MBOAT2	0.35
MBOAT4	6.73
MBOAT7	-4.12
MBP	3.59
MBTD1	-9
MBTPS1	-2.6
MBTPS2	9.99
MC1R	-8.04
MC2R	8.38
MC3R	-6.02
MC4R	4.3
MC5R	8.58
MCAM	-6.42
MCAT	-2.4
MCC	-4.18
MCCC1	-7.21
MCCC2	7.65
MCCD1	6.83
MCEE	-3.85
MCF2	-8.58
MCF2L	8.11
MCF2L2	6.89
MCFD2	-3.42
MCHR1	-6.16
MCHR2	1.14
MCIDAS	-6.9
MCL1	3.14
MCM10	3.75
MCM2	-8.06
MCM3	2.3
MCM3AP	6.49
MCM4	-9.24
MCM5	-6.5
MCM6	-9.42
MCM7	-8.34
MCM8	7.13
MCM9	6.91
MCMBP	2.73
MCMDC2	4.98
MCOLN1	5.16
MCOLN2	3.6
MCOLN3	6.24
MCPH1	7.82
MCRS1	3.38
MCTP1	-7.31
MCTP2	-2.99
MCTS1	3.91
MCU	-3.67
MCUR1	5.67
MDC1	-6.92
MDFI	5.02
MDFIC	3.77
MDGA1	5.4
MDGA2	-7.03
MDH1	1.21
MDH1B	7.27
MDH2	-6.87
MDK	-8.96
MDM1	7.49
MDM2	-7.79
MDM4	3.73
MDN1	1.84
MDP1	-0.7
ME1	-7.51
ME2	-3.33
ME3	-1.97
MEA1	-8.33
MEAF6	0.64
MECOM	3.02
MECP2	-2.98
MECR	7.57
MED1	0.08
MED10	-6.86
MED11	8.15
MED12	-5.44
MED12L	-3.68
MED13	-7.63
MED13L	3.58
MED14	-4.57
MED15	-3.66
MED16	1.05
MED17	7.06
MED18	-6.07
MED19	4.51
MED20	7.21
MED21	-1.62
MED22	4.16
MED23	3.3
MED24	-1.36
MED25	-6.28
MED26	-4.33
MED27	6.23
MED28	2.76
MED29	5.67
MED30	-4.56
MED31	-8.29
MED4	-1.08
MED6	2.54
MED7	7.5
MED8	2.32
MED9	-4.87
MEDAG	3.46
MEF2A	-8.26
MEF2B	5.91
MEF2BNB	-8.85
MEF2BNB-MEF2B	6.77
MEF2C	5.73
MEF2D	-1.91
MEFV	4.15
MEGF10	1.69
MEGF11	1.26
MEGF6	6.69
MEGF8	3.93
MEGF9	-5.48
MEI1	-4.17
MEI4	4.43
MEIG1	-2.92
MEIOB	6.02
MEIS1	4.3
MEIS2	1.36
MEIS3	-1.88
MELK	-5.35
MEMO1	9.32
MEN1	4.46
MEOX1	-9.32
MEOX2	3.71
MEP1A	-0.87
MEP1B	-8.45
MEPCE	2.6
MEPE	9.76
MERTK	-3.12
MESDC1	8.17
MESDC2	9.04
MESP1	-5.92
MESP2	6.65
MEST	-0.1
MET	-2.09
METAP1	-8.67
METAP1D	8.1
METAP2	-6.96
METRN	-6.77
METRNL	6.49
METTL1	-4.95
METTL10	7.43
METTL11B	-7.74
METTL12	0.51
METTL13	-0.81
METTL14	-3.3
METTL15	-6.38
METTL16	-6.59
METTL17	8.63
METTL18	4.27
METTL20	0.24
METTL21A	3.73
METTL21B	-7.84
METTL21C	-4.64
METTL21D	-4.82
METTL22	-4.24
METTL23	-1.8
METTL24	-3.48
METTL25	6.17
METTL2A	1.02
METTL2B	-1.33
METTL3	-8.52
METTL4	5.69
METTL5	-4.43
METTL6	8.03
METTL7A	-5.49
METTL7B	-2.23
METTL9	9.16
MEX3A	-0.91
MEX3B	3.67
MEX3C	5.19
MEX3D	5.36
MFAP1	-0.16
MFAP2	-3.65
MFAP3	-6.28
MFAP3L	5.66
MFAP4	1.3
MFAP5	0.58
MFF	8.51
MFGE8	-4.33
MFHAS1	8.24
MFI2	-1.01
MFN1	5.48
MFN2	8.18
MFNG	-5.59
MFRP	-0.86
MFSD1	-5.08
MFSD10	2.1
MFSD11	9.34
MFSD12	7.19
MFSD2A	3.46
MFSD2B	5.27
MFSD3	-7.72
MFSD4	5.92
MFSD5	6.16
MFSD6	2.26
MFSD6L	7.5
MFSD7	-4.77
MFSD8	8.02
MFSD9	5.73
MGA	-3
MGAM	-0.97
MGARP	-6.17
MGAT1	7.51
MGAT2	-8.76
MGAT3	-3.84
MGAT4A	-6.49
MGAT4B	5.88
MGAT4C	8.55
MGAT5	-9.44
MGAT5B	-6.29
MGEA5	-3.5
MGLL	-6.58
MGME1	8.21
MGMT	-8.4
MGP	9.02
MGRN1	-8.28
MGST1	0.13
MGST2	0.72
MGST3	-1.13
MIA	5.1
MIA2	1.36
MIA3	7.4
MIB1	8.87
MIB2	4.3
MICA	-0.94
MICAL1	-8.72
MICAL2	-2.42
MICAL3	-8.86
MICALCL	6.07
MICALL1	9.61
MICALL2	5.71
MICB	4.25
MICU1	8.37
MICU2	9.9
MICU3	0.39
MID1	-2.34
MID1IP1	-4.36
MID2	0.74
MIDN	-5.69
MIEF1	1.69
MIEF2	5.77
MIEN1	5.18
MIER1	9.83
MIER2	-3.15
MIER3	-1.51
MIF	-5.93
MIF4GD	8.41
MIIP	4.5
MILR1	-1.79
MINA	-0.38
MINK1	-6.37
MINOS1	5.09
MINPP1	5.81
MIOS	5.08
MIOX	1.66
MIP	-8.69
MIPEP	-3.85
MIPOL1	3.08
MIR205HG	-4.91
MIS12	1.56
MIS18A	-4.65
MIS18BP1	-2.13
MISP	-2.2
MITD1	-6.35
MITF	-1.18
MIXL1	-1.16
MKI67	8.02
MKI67IP	0.85
MKKS	-6.79
MKL1	-3.41
MKL2	-7.6
MKLN1	-4.39
MKNK1	4.12
MKNK2	-1.17
MKRN1	4.36
MKRN2	5.5
MKRN3	6.74
MKS1	7.46
MKX	7.75
MLANA	-0.65
MLC1	3.77
MLEC	1.97
MLF1	5.92
MLF1IP	5.05
MLF2	-4.33
MLH1	-1.96
MLH3	5.97
MLIP	4.27
MLKL	-1.73
MLLT1	-0.11
MLLT10	8.43
MLLT11	2.12
MLLT3	-9.74
MLLT4	-8.99
MLLT6	1.47
MLN	-3.7
MLNR	-4.31
MLPH	-7.76
MLST8	-2.91
MLX	-2.5
MLXIP	3.03
MLXIPL	-2.83
MLYCD	7.15
MMAA	5.49
MMAB	8.15
MMACHC	7.74
MMADHC	9.06
MMD	-9.97
MMD2	5.43
MME	-2.13
MMEL1	7.09
MMGT1	-6.55
MMP1	-0.76
MMP10	9.01
MMP11	-1.69
MMP12	-1.26
MMP13	9.89
MMP14	-0.77
MMP15	-5.08
MMP16	8.16
MMP17	-3.63
MMP19	6.34
MMP2	-5.73
MMP20	9.96
MMP21	-0.17
MMP23B	1.3
MMP24	4.33
MMP25	4.75
MMP26	-0.53
MMP27	3.81
MMP28	7.71
MMP3	1.81
MMP7	-3.33
MMP8	3.71
MMP9	-4.11
MMRN1	3.46
MMRN2	9.96
MMS19	2.83
MMS22L	4.99
MN1	0.94
MNAT1	9.61
MND1	5.08
MNDA	0.61
MNS1	4.44
MNT	-5.27
MNX1	9.4
MOAP1	7.96
MOB1A	0.33
MOB1B	-7.65
MOB2	-2.22
MOB3A	8.28
MOB3B	8.12
MOB3C	-2.07
MOB4	-5.55
MOBP	3.65
MOCOS	7.12
MOCS1	-2.56
MOCS2	-5.43
MOCS3	0.89
MOG	2.39
MOGAT1	-8.12
MOGAT2	-2.36
MOGAT3	-0.77
MOGS	-7.42
MOK	6.52
MON1A	3.64
MON1B	7.83
MON2	-8.27
MORC1	-3.31
MORC2	-5.99
MORC3	7.75
MORC4	8.4
MORF4L1	-0.61
MORF4L2	2.38
MORN1	-4.71
MORN2	-4.94
MORN3	7.15
MORN4	-7.6
MORN5	9.02
MOS	6.52
MOSPD1	-8.77
MOSPD2	8.94
MOSPD3	9.1
MOV10	-9.51
MOV10L1	-1.13
MOXD1	-8.25
MPC1	-1.84
MPC1L	-5.59
MPC2	6.33
MPDU1	3.2
MPDZ	-1.44
MPEG1	8
MPG	9.4
MPHOSPH10	-1.6
MPHOSPH6	2.68
MPHOSPH8	-7.68
MPHOSPH9	8.99
MPI	9.19
MPL	-9.98
MPLKIP	-7.17
MPND	8.24
MPO	-4.01
MPP1	5.5
MPP2	-5.57
MPP3	-4.51
MPP4	8.58
MPP5	-7.36
MPP6	2.38
MPP7	2.63
MPPE1	-1.65
MPPED1	-6.83
MPPED2	0.19
MPRIP	5.76
MPST	-8.59
MPV17	-2.49
MPV17L	1.79
MPV17L2	0.14
MPZ	9.29
MPZL1	-7.87
MPZL2	-6.78
MPZL3	2.51
MR1	-5.77
MRAP	4.42
MRAP2	0.97
MRAS	1.68
MRC1	-4.67
MRC2	1.9
MRE11A	9.84
MREG	7.88
MRFAP1	-7.75
MRFAP1L1	9.9
MRGBP	2.07
MRGPRD	9.3
MRGPRE	0.69
MRGPRF	6.55
MRGPRG	-0.85
MRGPRX1	2.06
MRGPRX2	4.14
MRGPRX3	8.94
MRGPRX4	-1.18
MRI1	-7
MRM1	5.73
MRO	8.9
MROH1	-9.49
MROH2A	-8.8
MROH2B	-6.58
MROH5	-0.6
MROH6	0.77
MROH7	7.05
MROH8	-6.17
MROH9	9.95
MRP63	7.19
MRPL1	-9.86
MRPL10	6.94
MRPL11	-3.2
MRPL12	8.85
MRPL13	-6.02
MRPL14	-1.55
MRPL15	-3.43
MRPL16	8.67
MRPL17	-1.15
MRPL18	-8.21
MRPL19	-1.61
MRPL2	-8
MRPL20	9.45
MRPL21	-9.25
MRPL22	3.3
MRPL23	-0.31
MRPL24	4.24
MRPL27	-0.32
MRPL28	0.04
MRPL3	9.6
MRPL30	-5.48
MRPL32	-9.98
MRPL33	8.08
MRPL34	-6.62
MRPL35	-5.49
MRPL36	-2.58
MRPL37	3.72
MRPL38	-5.38
MRPL39	5.52
MRPL4	8.71
MRPL40	-4.28
MRPL41	7.84
MRPL42	-7.7
MRPL43	5.02
MRPL44	1.14
MRPL45	6.25
MRPL46	-2.28
MRPL47	4.23
MRPL48	6.18
MRPL49	5.5
MRPL50	8.74
MRPL51	-8
MRPL52	2.72
MRPL53	-6.53
MRPL54	-0.39
MRPL55	9.09
MRPL9	-8.26
MRPS10	-1.47
MRPS11	-9.57
MRPS12	9
MRPS14	-9.54
MRPS15	7.22
MRPS16	-0.34
MRPS17	3.6
MRPS18A	2.21
MRPS18B	-0.44
MRPS18C	-7.45
MRPS2	1.54
MRPS21	-8.38
MRPS22	5.51
MRPS23	-6.56
MRPS24	3.82
MRPS25	-9.2
MRPS26	8.45
MRPS27	8.65
MRPS28	9.36
MRPS30	8.12
MRPS31	3.03
MRPS33	-2.06
MRPS34	-2.27
MRPS35	-0.63
MRPS36	-2.17
MRPS5	7.61
MRPS6	-2.05
MRPS7	9.79
MRPS9	5.34
MRRF	1.4
MRS2	-7.27
MRTO4	6.17
MRVI1	-0.75
MS4A1	-4.85
MS4A10	-6.37
MS4A12	0.01
MS4A13	4
MS4A14	1.85
MS4A15	0.36
MS4A2	5.78
MS4A3	7.07
MS4A4A	9.24
MS4A5	-8.12
MS4A6A	-4.64
MS4A6E	-1.79
MS4A7	1.66
MS4A8	-5.16
MSANTD1	-7.41
MSANTD2	4.07
MSANTD3	-7.84
MSANTD4	2.95
MSC	2.98
MSGN1	2.94
MSH2	6.55
MSH3	8.52
MSH4	9.59
MSH5	-5.27
MSH6	-3.17
MSI1	-3.64
MSI2	4.12
MSL1	-3.96
MSL2	3.7
MSL3	-1.46
MSLN	-5.59
MSMB	-4.73
MSMO1	0.69
MSMP	-1.29
MSN	8.21
MSR1	-6.82
MSRA	8.35
MSRB1	5.17
MSRB2	-0.47
MSRB3	9.77
MSS51	8.38
MST1	-4.63
MST1L	8.81
MST1R	6.66
MST4	4.74
MSTN	9.05
MSTO1	5.55
MSX1	-5.32
MSX2	-0.59
MT1A	8.88
MT1B	-2.06
MT1E	-3.9
MT1F	0.36
MT1G	-6.36
MT1H	9.84
MT1HL1	3.97
MT1M	-2.49
MT1X	1.17
MT2A	-9.15
MT3	-4.54
MT4	-7.8
MTA1	-4.97
MTA2	9.57
MTA3	-4.51
MTAP	-6.1
MTBP	-8.67
MTCH1	-1.89
MTCH2	-1.51
MTCP1	-6
MTDH	9.78
MTERF	-8.51
MTERFD1	-6.42
MTERFD2	-9.77
MTERFD3	-4.72
MTF1	8.7
MTF2	-7.38
MTFMT	1.5
MTFP1	-8.28
MTFR1	-8.55
MTFR1L	-1.31
MTFR2	6.86
MTG1	3.26
MTG2	1.48
MTHFD1	7.04
MTHFD1L	6
MTHFD2	0.58
MTHFD2L	9.83
MTHFR	-5.3
MTHFS	9.05
MTHFSD	3.55
MTIF2	8.71
MTIF3	0.04
MTL5	-8.9
MTM1	4.33
MTMR1	-4.52
MTMR10	1
MTMR11	-5.2
MTMR12	0.84
MTMR14	-6.39
MTMR2	0.68
MTMR3	-5.84
MTMR4	-8.44
MTMR6	-3.65
MTMR7	-6.2
MTMR8	0.95
MTMR9	-1.73
MTNR1A	-3.4
MTNR1B	-2.77
MTO1	-4.58
MTOR	-2.15
MTPAP	-5.29
MTPN	1.54
MTR	1.9
MTRF1	-8.32
MTRF1L	-5.74
MTRNR2L1	-2.78
MTRNR2L10	2.7
MTRNR2L3	9.63
MTRNR2L5	4.6
MTRNR2L6	2.46
MTRNR2L7	2.53
MTRNR2L8	-9.85
MTRNR2L9	0.27
MTRR	-3.89
MTSS1	-1.08
MTSS1L	-0.43
MTTP	4.62
MTUS1	-5.11
MTUS2	1.87
MTX1	-2.1
MTX2	5.91
MTX3	-6.66
MUC1	0.56
MUC12	-0.2
MUC13	2.03
MUC15	-4.1
MUC16	8.29
MUC17	6.79
MUC19	7.96
MUC2	6.41
MUC20	-8.72
MUC21	-1.88
MUC22	-0.77
MUC4	5.99
MUC5B	-7.03
MUC6	-5.22
MUC7	4.78
MUCL1	3.68
MUL1	9.82
MUM1	7.72
MUM1L1	-2.55
MURC	-1.23
MUS81	4.16
MUSK	9.43
MUSTN1	-6.2
MUT	1.16
MUTYH	-5.37
MVB12A	9.5
MVB12B	-6.03
MVD	7.48
MVK	-0.61
MVP	2.59
MX1	3.95
MX2	3.16
MXD1	-6.68
MXD3	-9
MXD4	2.14
MXI1	3.44
MXRA5	-0.6
MXRA7	-1.99
MXRA8	6.15
MYADM	5.69
MYADML2	-5.25
MYB	4.01
MYBBP1A	-7.88
MYBL1	0.42
MYBL2	-7.42
MYBPC1	-5.35
MYBPC2	0.33
MYBPC3	-8.74
MYBPH	-7.38
MYBPHL	6.58
MYC	1.63
MYCBP	2.33
MYCBP2	9.46
MYCBPAP	9.28
MYCL	-7.94
MYCN	7.83
MYCT1	-3.17
MYD88	9.48
MYEF2	-0.91
MYEOV	-9.92
MYEOV2	7.58
MYF5	-9.12
MYF6	-3.32
MYH1	6.43
MYH10	-1.67
MYH11	2.82
MYH13	-7.1
MYH14	2.65
MYH15	-6.9
MYH2	1.86
MYH3	-8.48
MYH4	9.06
MYH6	8.1
MYH7	-2.53
MYH7B	-1.63
MYH8	-7.69
MYH9	7.82
MYL1	-6.67
MYL10	-7.11
MYL12A	2.78
MYL12B	-2.45
MYL2	2.36
MYL3	-9.49
MYL4	3.81
MYL5	9.5
MYL6	-3.87
MYL6B	-9.33
MYL7	3.83
MYL9	3.8
MYLIP	-1.88
MYLK	6.59
MYLK2	-6.57
MYLK3	-3.29
MYLK4	1.29
MYLPF	4.33
MYNN	-1.26
MYO10	1.96
MYO15A	-7.19
MYO16	-1.24
MYO18A	6.49
MYO18B	9.74
MYO19	3.34
MYO1A	-6.81
MYO1B	-2.84
MYO1C	-9.67
MYO1D	1.22
MYO1E	-7.93
MYO1F	8.74
MYO1G	-6.22
MYO1H	-9.39
MYO3A	-1.17
MYO3B	6.54
MYO5A	4.31
MYO5B	8.1
MYO5C	-9.45
MYO6	-2.06
MYO7A	7.88
MYO7B	-6.28
MYO9A	9.59
MYO9B	-6.64
MYOC	9.51
MYOCD	-9.46
MYOD1	7.02
MYOF	-3.36
MYOG	5.52
MYOM1	-0.86
MYOM2	0.1
MYOM3	8.94
MYOT	-4.46
MYOZ1	-9.42
MYOZ2	2.21
MYOZ3	1.7
MYPN	-1.8
MYPOP	1.9
MYRF	-0.19
MYRIP	-7.48
MYSM1	-5
MYT1	-7.72
MYT1L	1.28
MYZAP	-9.88
MZB1	-9.34
MZF1	6.28
MZT1	0.73
MZT2A	2.45
MZT2B	-5.21
N4BP1	-6.52
N4BP2	-4.88
N4BP2L1	-8.56
N4BP2L2	-0.58
N4BP3	-8.8
N6AMT1	-8.69
N6AMT2	5.84
NAA10	-8.44
NAA11	2.05
NAA15	-0.41
NAA16	0.24
NAA20	6.66
NAA25	5.51
NAA30	3.72
NAA35	9.25
NAA38	5.66
NAA40	-9.1
NAA50	3.73
NAA60	3.46
NAAA	-3.71
NAALAD2	-0.2
NAALADL1	3.96
NAALADL2	-4.28
NAB1	8.71
NAB2	-3.89
NABP1	-4.69
NABP2	-9.37
NACA	-0.86
NACA2	-5.75
NACAD	0.68
NACC1	-6.45
NACC2	3.93
NADK	7.95
NADK2	8.39
NADSYN1	-6.89
NAE1	7.51
NAF1	5.04
NAGA	-3.67
NAGK	6.54
NAGLU	9.24
NAGPA	6.34
NAGS	-4.73
NAIF1	-0.91
NAIP	-3.73
NALCN	-0.45
NAMPT	-4.81
NANOG	-0.51
NANOGNB	5.13
NANOS1	4.1
NANOS2	2.55
NANOS3	-0.25
NANP	3.05
NANS	3.17
NAP1L1	-3.57
NAP1L2	5.51
NAP1L3	-5.76
NAP1L4	-6.81
NAP1L5	-1.96
NAPA	-4.1
NAPB	0.22
NAPEPLD	7.23
NAPG	2.36
NAPRT1	4.94
NAPSA	-4.98
NARF	-2.33
NARFL	-5.64
NARG2	-2.88
NARR	7.73
NARS	1.27
NARS2	-5.32
NASP	7.04
NAT1	-5.87
NAT10	-6.4
NAT14	6.57
NAT16	3.02
NAT2	-9.38
NAT6	-5.33
NAT8	0.04
NAT8B	5.09
NAT8L	-2.64
NAT9	-9.49
NAV1	-0.45
NAV2	0.13
NAV3	9.53
NBAS	-4.3
NBEA	2.81
NBEAL1	-8.98
NBEAL2	0.4
NBL1	9.38
NBN	8.61
NBPF1	-3.19
NBPF10	1.58
NBPF11	-2.13
NBPF12	-5.35
NBPF14	1.01
NBPF15	-8.74
NBPF16	-7.11
NBPF24	-1.35
NBPF3	-1.12
NBPF4	9.82
NBPF6	-5.21
NBPF7	-2.35
NBPF8	-5.81
NBPF9	-3.38
NBR1	2.2
NCALD	3.05
NCAM1	1.08
NCAM2	0.39
NCAN	-4.31
NCAPD2	7.1
NCAPD3	-1.81
NCAPG	-9.52
NCAPG2	3.16
NCAPH	9.03
NCAPH2	-2.48
NCBP1	-8.71
NCBP2	0.29
NCCRP1	2.81
NCDN	-4.16
NCEH1	9.26
NCF1	7.26
NCF2	1.11
NCF4	-6.88
NCK1	-4.22
NCK2	8.1
NCKAP1	-6.78
NCKAP1L	6.38
NCKAP5	9.11
NCKAP5L	-6.13
NCKIPSD	-1.91
NCL	-4.85
NCLN	0.47
NCMAP	7.69
NCOA1	6.1
NCOA2	2.21
NCOA3	-0.32
NCOA4	6.47
NCOA5	6.02
NCOA6	-0.25
NCOA7	8.79
NCOR1	-1.08
NCOR2	-6.72
NCR1	4.16
NCR2	-3.79
NCR3	7.56
NCR3LG1	-5.86
NCS1	7.8
NCSTN	6.76
NDC1	4.19
NDC80	1.82
NDE1	4.64
NDEL1	-7.44
NDFIP1	3.66
NDFIP2	3.99
NDN	-10
NDNF	-8.52
NDNL2	-9.46
NDOR1	-6.06
NDP	-9.67
NDRG1	-4.06
NDRG2	-0.89
NDRG3	2.86
NDRG4	-1.09
NDST1	-6.48
NDST2	-5.6
NDST3	4.77
NDST4	1.3
NDUFA1	4.71
NDUFA10	-7.84
NDUFA11	-3.9
NDUFA12	0.76
NDUFA13	0.39
NDUFA2	4.53
NDUFA3	4.23
NDUFA4	8.41
NDUFA4L2	-9.7
NDUFA5	-7.01
NDUFA6	5.45
NDUFA7	-8.14
NDUFA8	-0.92
NDUFA9	8.72
NDUFAB1	-9.15
NDUFAF1	-3.72
NDUFAF2	-1.63
NDUFAF3	-5.75
NDUFAF4	-2.09
NDUFAF5	8.13
NDUFAF6	-8.84
NDUFAF7	5.79
NDUFB1	-8.32
NDUFB10	-8.6
NDUFB11	-0.45
NDUFB2	1.29
NDUFB3	-9.03
NDUFB4	-8.83
NDUFB5	-8.1
NDUFB6	7.53
NDUFB7	-6.65
NDUFB8	-5.43
NDUFB9	-4.71
NDUFC1	2.27
NDUFC2	1.96
NDUFC2-KCTD14	-1.38
NDUFS1	-2.38
NDUFS2	3.32
NDUFS3	2.55
NDUFS4	-7.72
NDUFS5	2.46
NDUFS6	-9.46
NDUFS7	-8.06
NDUFS8	6.47
NDUFV1	6.73
NDUFV2	0.45
NDUFV3	-4.53
NEB	-9.88
NEBL	-6.47
NECAB1	-9.23
NECAB2	-1
NECAB3	-0.36
NECAP1	8.27
NECAP2	8.85
NEDD1	-4.45
NEDD4	-2.34
NEDD4L	-3.97
NEDD8	-2.17
NEDD9	-2.04
NEFH	-7.6
NEFL	2.47
NEFM	-9.29
NEGR1	-6.85
NEIL1	-1.48
NEIL2	7.83
NEIL3	3.16
NEK1	-9.86
NEK10	-9.25
NEK11	9.7
NEK2	3.41
NEK3	-3.99
NEK4	2.29
NEK5	2.58
NEK6	-2.14
NEK7	-9.11
NEK8	6.78
NEK9	8.56
NELFA	0.13
NELFB	-3.31
NELFCD	-3.76
NELFE	-0.66
NELL1	3.76
NELL2	9.43
NEMF	7.1
NENF	-8.03
NEO1	2.39
NES	2.83
NET1	4.4
NETO1	-9.76
NETO2	-5.55
NEU1	9.72
NEU2	-0.49
NEU3	3.47
NEU4	-0.45
NEURL	-3.93
NEURL1B	4.08
NEURL2	5.68
NEURL3	-4.21
NEURL4	-1.1
NEUROD1	-4.53
NEUROD2	0.1
NEUROD4	6.53
NEUROD6	5.12
NEUROG1	-4.65
NEUROG2	0.74
NEUROG3	-8.79
NEXN	9.92
NF1	5.78
NF2	1.59
NFAM1	-8.15
NFASC	0.34
NFAT5	-3.4
NFATC1	4
NFATC2	-0.69
NFATC2IP	-5.69
NFATC3	1.99
NFATC4	9.86
NFE2	7.01
NFE2L1	3.03
NFE2L2	-2
NFE2L3	-2.07
NFIA	-6.59
NFIB	-9.34
NFIC	8.44
NFIL3	9.09
NFIX	-9.87
NFKB1	4.23
NFKB2	2.11
NFKBIA	-8.41
NFKBIB	-4.28
NFKBID	8.05
NFKBIE	8.54
NFKBIL1	2.21
NFKBIZ	1.09
NFRKB	7.83
NFS1	-6.51
NFU1	5.55
NFX1	0.85
NFXL1	-6.5
NFYA	8.39
NFYB	6.6
NFYC	-9.68
NGB	-3.53
NGDN	-6.51
NGEF	2.72
NGF	3.19
NGFR	6.45
NGFRAP1	0.3
NGLY1	2.61
NGRN	2.58
NHEJ1	1.6
NHLH1	-7.15
NHLH2	-6.13
NHLRC1	-4.41
NHLRC2	1.24
NHLRC3	-7.68
NHLRC4	8.92
NHP2	8.59
NHP2L1	-4.53
NHS	-0.59
NHSL1	-4.12
NHSL2	2.01
NICN1	-5.66
NID1	9.73
NID2	1.23
NIF3L1	9.51
NIM1	3.71
NIN	-3.59
NINJ1	5.05
NINJ2	-5.62
NINL	9.36
NIP7	4.7
NIPA1	-7.68
NIPA2	2.7
NIPAL1	-3.33
NIPAL2	7.91
NIPAL3	-8.46
NIPAL4	-2.42
NIPBL	3.85
NIPSNAP1	2.06
NIPSNAP3A	-3.7
NIPSNAP3B	-5.43
NISCH	3.15
NIT1	7.62
NIT2	-0.77
NKAIN1	8.45
NKAIN2	5.37
NKAIN3	-5.78
NKAIN4	-4.12
NKAP	3.07
NKAPL	4.6
NKD1	-9.95
NKD2	-4.54
NKG7	-2.44
NKIRAS1	-9.76
NKIRAS2	1.33
NKPD1	7.42
NKRF	-7.55
NKTR	7.83
NKX1-2	-4.76
NKX2-1	0.76
NKX2-2	5.11
NKX2-3	-5.51
NKX2-4	5.78
NKX2-5	-0.33
NKX2-8	3.32
NKX3-1	-2.22
NKX3-2	8.43
NKX6-1	8.94
NKX6-2	-4.98
NKX6-3	-0.36
NLE1	6.06
NLGN1	-4.78
NLGN2	7.54
NLGN3	-9.29
NLGN4X	-3.04
NLGN4Y	-9.32
NLK	2.17
NLN	1.18
NLRC3	-0.92
NLRC4	6.36
NLRC5	-4.34
NLRP1	-3.91
NLRP10	-3.77
NLRP11	-2.92
NLRP12	7.5
NLRP13	7.03
NLRP14	-8.56
NLRP2	-2.12
NLRP3	-6.44
NLRP4	8.31
NLRP5	-9.26
NLRP6	0.93
NLRP7	9.31
NLRP8	1.86
NLRP9	1.3
NLRX1	-4.59
NMB	2.52
NMBR	-9.32
NMD3	-0.26
NME1	3.18
NME1-NME2	3.81
NME2	-7.38
NME3	8.57
NME4	-1.38
NME5	7.44
NME6	-4.3
NME7	-5.36
NME8	-0.78
NME9	-7.06
NMI	-3.52
NMNAT1	8.99
NMNAT2	-3.92
NMNAT3	3.86
NMRAL1	0.96
NMRK1	-3.4
NMRK2	-2.98
NMS	2.13
NMT1	-6.38
NMT2	7.13
NMU	-1.77
NMUR1	9.77
NMUR2	-2.81
NNAT	-5.21
NNMT	-7.69
NNT	7.93
NOA1	-1.25
NOB1	-8.11
NOBOX	-6.96
NOC2L	-7.28
NOC3L	-7.06
NOC4L	5.45
NOD1	-7.97
NOD2	-6.43
NODAL	-6.08
NOG	6.25
NOL10	-4.56
NOL11	-8.99
NOL12	-7.71
NOL3	-3.39
NOL4	-3.73
NOL6	0.24
NOL7	-2.61
NOL8	-9.64
NOL9	0.54
NOLC1	5.9
NOM1	9.27
NOMO1	7.14
NOMO2	5.42
NOMO3	-7.33
NONO	-3.67
NOP10	0.45
NOP14	-9.52
NOP16	-4.8
NOP2	-6.58
NOP56	7.92
NOP58	0.63
NOP9	-1.45
NOS1	-2.04
NOS1AP	1.57
NOS2	-7.87
NOS3	1.16
NOSIP	1.78
NOSTRIN	-6.07
NOTCH1	3.99
NOTCH2	4.36
NOTCH2NL	3.83
NOTCH3	3.84
NOTCH4	8.76
NOTO	3.15
